sh000001	上证指数	szzs
sh600211	西藏药业	xzyy
sh600212	江泉实业	jqsy
sh600213	亚星客车	yxkc
sh600215	长春经开	ccjk
sh600216	浙江医药	zjyy
sh600217	*ST秦岭	*stql
sh600218	全柴动力	qcdl
sh600219	南山铝业	nsly
sh600220	江苏阳光	jsyg
sh600221	海南航空	hnhk
sh600222	太龙药业	tlyy
sh600223	鲁商置业	lszy
sh600225	天津松江	tjsj
sh600226	升华拜克	shbk
sh600227	赤天化	cth
sh600228	昌九生化	cjsh
sh600229	青岛碱业	qdjy
sh600230	沧州大化	czdh
sh600231	凌钢股份	lggf
sh600232	金鹰股份	jygf
sh600233	大杨创世	dycs
sh600234	ST天龙	sttl
sh600235	民丰特纸	mftz
sh600236	桂冠电力	ggdl
sh600237	铜峰电子	tfdz
sh600238	海南椰岛	hnyd
sh600239	云南城投	ynct
sh600240	华业地产	hydc
sh600241	时代万恒	sdwh
sh600242	ST华龙	sthl
sh600243	青海华鼎	qhhd
sh600246	万通地产	wtdc
sh600247	成城股份	ccgf
sh600248	延长化建	ychj
sh600249	两面针	lmz
sh600250	南纺股份	nfgf
sh600251	冠农股份	gngf
sh600252	中恒集团	zhjt
sh600253	天方药业	tfyy
sh600255	鑫科材料	xkcl
sh600256	广汇股份	ghgf
sh600257	大湖股份	dfgf
sh600258	首旅股份	scgf
sh600259	广晟有色	gsys
sh600260	凯乐科技	klkj
sh600261	阳光照明	ygzm
sh600262	北方股份	bfgf
sh600263	路桥建设	lqjs
sh600265	景谷林业	jgly
sh600266	北京城建	bjcj
sh600267	海正药业	hzyy
sh600268	国电南自	gdnz
sh600269	赣粤高速	gegs
sh600270	外运发展	wyfz
sh600271	航天信息	htxx
sh600272	开开实业	kksy
sh600273	华芳纺织	hffz
sh600275	ST昌鱼	stcy
sh600276	恒瑞医药	hryy
sh600277	亿利能源	ylny
sh600278	东方创业	dfcy
sh600279	重庆港九	cqgj
sh600280	南京中商	njzs
sh600281	太化股份	thgf
sh600282	南钢股份	nggf
sh600283	钱江水利	qjsl
sh600284	浦东建设	pdjs
sh600285	羚锐制药	lrzj
sh600287	江苏舜天	jsst
sh600288	大恒科技	dhkj
sh600289	亿阳信通	yyxt
sh600290	华仪电气	hydq
sh600291	西水股份	xsgf
sh600292	九龙电力	jldl
sh600293	三峡新材	sxxc
sh600295	鄂尔多斯	eeds
sh600297	美罗药业	mlyy
sh600298	安琪酵母	aqjm
sh600299	*ST新材	*stxc
sh600300	维维股份	wwgf
sh600301	*ST南化	*stnh
sh600302	标准股份	bzgf
sh600303	曙光股份	sggf
sh600305	恒顺醋业	hscy
sh600306	商业城	syc
sh600307	酒钢宏兴	jghx
sh600308	华泰股份	htgf
sh600309	烟台万华	ytwh
sh600310	桂东电力	gddl
sh600311	荣华实业	rhsy
sh600312	平高电气	gpdq
sh600313	*ST中农	*stzn
sh600315	上海家化	shjh
sh600316	洪都航空	hdhk
sh600317	营口港	ykg
sh600318	巢东股份	cdgf
sh600319	亚星化学	yxhx
sh600320	振华重工	zhzg
sh600321	国栋建设	gdjs
sh600322	天房发展	tffz
sh600323	南海发展	nhfz
sh600325	华发股份	hfgf
sh600326	西藏天路	xztl
sh600327	大东方	ddf
sh600328	兰太实业	ntsy
sh600329	中新药业	zxyy
sh600330	天通股份	ttgf
sh600331	宏达股份	hdgf
sh600332	广州药业	gzyy
sh600333	长春燃气	ccrq
sh600335	*ST盛工	*stsg
sh600336	澳柯玛	akm
sh600337	美克股份	mkgf
sh600338	ST珠峰	stzf
sh600339	天利高新	tlgx
sh600340	ST国祥	stgx
sh600343	航天动力	htdl
sh600345	长江通信	cjtx
sh600346	大橡塑	dxs
sh600348	国阳新能	gyxn
sh600350	山东高速	sdgs
sh600351	亚宝药业	ybyy
sh600352	浙江龙盛	zjls
sh600353	旭光股份	xggf
sh600354	敦煌种业	dhzy
sh600355	*ST精伦	*stjl
sh600356	恒丰纸业	hfzy
sh600357	承德钒钛	cdft
sh600358	国旅联合	gllh
sh600359	新农开发	xnkf
sh600360	华微电子	hwdz
sh600361	华联综超	hlzc
sh600362	江西铜业	jxty
sh600363	联创光电	lcgd
sh600365	*ST通葡	*sttp
sh600366	宁波韵升	lbys
sh600367	红星发展	hxfz
sh600368	五洲交通	wzjt
sh600369	西南证券	xnzq
sh600370	三房巷	sfg
sh600371	万向德农	wxdn
sh600372	ST昌河	stch
sh600373	*ST鑫新	*stxx
sh600375	星马汽车	xmqc
sh600376	首开股份	skgf
sh600377	宁沪高速	nhgs
sh600378	天科股份	tkgf
sh600379	宝光股份	bggf
sh600380	健康元	jky
sh600381	ST贤成	stxc
sh600382	广东明珠	gdmz
sh600383	金地集团	jdjt
sh600385	ST金泰	stjt
sh600386	北巴传媒	bbcm
sh600387	海越股份	hygf
sh600388	龙净环保	ljhb
sh600389	江山股份	jsgf
sh600390	金瑞科技	jrkj
sh600391	成发科技	cfkj
sh600392	太工天成	tgtc
sh600393	东华实业	dhsy
sh600395	盘江股份	pjgf
sh600396	金山股份	jsgf
sh600397	安源股份	aygf
sh600398	凯诺科技	knkj
sh600399	抚顺特钢	fstg
sh600400	红豆股份	hdgf
sh600401	*ST申龙	*stsl
sh600403	大有能源	dyny
sh600405	动力源	dly
sh600406	国电南瑞	gdnr
sh600408	安泰集团	atjt
sh600409	三友化工	syhg
sh600410	华胜天成	hstc
sh600415	小商品城	xspc
sh600416	湘电股份	xdgf
sh600418	江淮汽车	jhqc
sh600419	ST天宏	stth
sh600420	现代制药	xdzy
sh600421	ST国药	stgy
sh600422	昆明制药	kmzy
sh600423	柳化股份	lhgf
sh600425	青松建化	qsjh
sh600426	华鲁恒升	hlhs
sh600428	中远航运	zyhy
sh600429	三元股份	sygf
sh600432	吉恩镍业	jeny
sh600433	冠豪高新	ghgx
sh600435	中兵光电	zbgd
sh600436	片仔癀	pzh
sh600438	通威股份	twgf
sh600439	瑞贝卡	rbk
sh600444	*ST国通	*stgt
sh600446	金证股份	jzgf
sh600448	华纺股份	hfgf
sh600449	赛马实业	cmsy
sh600452	涪陵电力	fldl
sh600455	*ST博通	*stbt
sh600456	宝钛股份	btgf
sh600458	时代新材	sdxc
sh600459	贵研铂业	gyby
sh600460	士兰微	slw
sh600461	洪城水业	hcsy
sh600462	*ST石岘	*stsy
sh600463	空港股份	kggf
sh600466	迪康药业	dkyy
sh600467	好当家	hdj
sh600468	百利电气	bldq
sh600469	风神股份	fsgf
sh600470	六国化工	lghg
sh600475	华光股份	hggf
sh600476	湘邮科技	xykj
sh600477	杭萧钢构	hxgg
sh600478	科力远	kly
sh600479	千金药业	qjyy
sh600480	凌云股份	lygf
sh600481	双良节能	sljn
sh600482	风帆股份	ffgf
sh600483	福建南纺	fjnf
sh600485	中创信测	zcxc
sh600486	扬农化工	ynhg
sh600487	亨通光电	htgd
sh600488	天药股份	tygf
sh600489	中金黄金	zjhj
sh600490	*ST合臣	*sthc
sh600491	龙元建设	lyjs
sh600493	凤竹纺织	fzfz
sh600495	晋西车轴	jxcz
sh600496	精工钢构	jggg
sh600497	驰宏锌锗	chxz
sh600498	烽火通信	fhtx
sh600499	科达机电	kdjd
sh600500	中化国际	zhgj
sh600501	航天晨光	htcg
sh600502	安徽水利	ahsl
sh600503	华丽家族	hljz
sh600505	西昌电力	xcdl
sh600506	ST香梨	stxl
sh600507	方大特钢	fdtg
sh600508	上海能源	shny
sh600509	天富热电	tfrd
sh600510	黑牡丹	hmd
sh600511	国药股份	gygf
sh600512	腾达建设	tdjs
sh600513	联环药业	lhyy
sh600515	*ST筑信	*stzx
sh600516	方大炭素	fdcs
sh600517	置信电气	zxdq
sh600518	康美药业	kmyy
sh600519	贵州茅台	gzmt
sh600520	三佳科技	sjkj
sh600521	华海药业	hhyy
sh600522	中天科技	ztkj
sh600523	贵航股份	ghgf
sh600525	长园集团	cyjt
sh600526	菲达环保	fdhb
sh600527	江南高纤	jngx
sh600528	中铁二局	ztej
sh600529	山东药玻	sdyb
sh600530	交大昂立	jdal
sh600531	豫光金铅	ygjq
sh600532	华阳科技	hyky
sh600533	栖霞建设	xxjs
sh600535	天士力	tsl
sh600536	中国软件	zgrj
sh600537	海通集团	htjt
sh600538	*ST国发	*stgf
sh600539	狮头股份	stgf
sh600540	新赛股份	xsgf
sh600543	莫高股份	mggf
sh600545	新疆城建	xjcj
sh600546	山煤国际	smgj
sh600547	山东黄金	sdhj
sh600548	深高速	sgs
sh600549	厦门钨业	xmwy
sh600550	天威保变	twbb
sh600551	时代出版	sdcb
sh600552	方兴科技	fxkj
sh600553	太行水泥	thsn
sh600555	九龙山	jls
sh600556	*ST北生	*stbs
sh600557	康缘药业	kyyy
sh600558	大西洋	dxy
sh600559	老白干酒	lbgj
sh600560	金自天正	jztz
sh600561	江西长运	jxcy
sh600562	*ST高陶	*stgt
sh600563	法拉电子	fndz
sh600565	迪马股份	dmgf
sh600566	洪城股份	hcgf
sh600567	山鹰纸业	syzy
sh600568	中珠控股	zzkg
sh600569	安阳钢铁	aygt
sh600570	恒生电子	hsdz
sh600571	信雅达	xyd
sh600572	康恩贝	keb
sh600573	惠泉啤酒	hqpj
sh600575	芜湖港	whg
sh600576	万好万家	whwj
sh600577	精达股份	jdgf
sh600578	京能热电	jnrd
sh600579	ST黄海	sthh
sh600580	卧龙电气	wldq
sh600581	八一钢铁	bygt
sh600582	天地科技	tdkj
sh600583	海油工程	hygc
sh600584	长电科技	cdkj
sh600585	海螺水泥	hnsn
sh600586	金晶科技	jjkj
sh600587	新华医疗	xhyl
sh600588	用友软件	yyrj
sh600589	广东榕泰	gdrt
sh600590	泰豪科技	thkj
sh600592	龙溪股份	lxgf
sh600593	大连圣亚	dlsy
sh600594	益佰制药	ybzy
sh600595	中孚实业	zhsy
sh600596	新安股份	xagf
sh600597	光明乳业	gmry
sh600598	北大荒	bdh
sh600599	熊猫烟花	xmyh
sh600600	青岛啤酒	qdpj
sh600601	方正科技	fzkj
sh600602	广电电子	gddz
sh600603	ST兴业	stxy
sh600604	*ST二纺	*stef
sh600605	汇通能源	htny
sh600606	金丰投资	jftz
sh600608	*ST沪科	*sthk
sh600609	*ST金杯	*stjb
sh600610	SST中纺	sstzf
sh600611	大众交通	dzjt
sh600612	老凤祥	lfx
sh600613	永生投资	ystz
sh600614	鼎立股份	dlgf
sh600615	丰华股份	fhgf
sh600616	金枫酒业	jfjy
sh600617	*ST联华	*stlh
sh600618	氯碱化工	ljhg
sh600619	海立股份	hlgf
sh600620	天宸股份	thgf
sh600621	上海金陵	shjl
sh600622	嘉宝集团	jbjt
sh600623	双钱股份	sqgf
sh600624	复旦复华	fdfh
sh600626	申达股份	sdgf
sh600628	新世界	xsj
sh600629	棱光实业	lgsy
sh600630	龙头股份	ltgf
sh600631	百联股份	blgf
sh600633	*ST白猫	*stbm
sh600634	*ST海鸟	*sthn
sh600635	大众公用	dzgy
sh600636	三爱富	saf
sh600637	广电信息	gdxx
sh600638	新黄浦	xhp
sh600639	浦东金桥	pdjq
sh600640	中卫国脉	zwgm
sh600641	万业企业	wyqy
sh600642	申能股份	sngf
sh600643	爱建股份	ajgf
sh600644	乐山电力	lsdl
sh600645	ST中源	stzy
sh600647	同达创业	tdcy
sh600648	外高桥	wgq
sh600649	城投控股	ctkg
sh600650	锦江投资	jjtz
sh600651	飞乐音响	flyx
sh600652	爱使股份	asgf
sh600653	申华控股	shkg
sh600654	飞乐股份	flgf
sh600655	豫园商城	yysc
sh600656	ST方源	stfy
sh600657	信达地产	xddc
sh600658	电子城	dzc
sh600660	福耀玻璃	fybl
sh600661	新南洋	xny
sh600662	强生控股	qskg
sh600663	陆家嘴	ljz
sh600664	哈药股份	hygf
sh600665	天地源	tdy
sh600666	西南药业	xnyy
sh600667	太极实业	tjsy
sh600668	尖峰集团	jfjt
sh600671	天目药业	tmyy
sh600673	东阳光铝	dygn
sh600674	川投能源	ctny
sh600675	中华企业	zhqy
sh600676	交运股份	jygf
sh600677	航天通信	httx
sh600678	*ST金顶	*stjd
sh600679	金山开发	jskf
sh600680	上海普天	shpt
sh600681	S*ST万鸿	s*stwh
sh600682	南京新百	njxb
sh600683	京投银泰	jtyt
sh600684	珠江实业	zjsy
sh600685	广船国际	gcgj
sh600686	金龙汽车	jlqc
sh600687	刚泰控股	gtkg
sh600688	S上石化	sssh
sh600689	上海三毛	shsm
sh600690	青岛海尔	sdhe
sh600691	*ST东碳	*stdt
sh600692	亚通股份	ytgf
sh600693	东百集团	dbjt
sh600694	大商股份	dsgf
sh600695	大江股份	djgf
sh600696	多伦股份	dlgf
sh600697	欧亚集团	oyjt
sh600698	ST轻骑	stqq
sh600699	*ST得亨	*stdh
sh600701	工大高新	gdgx
sh600702	沱牌曲酒	tpqj
sh600703	三安光电	sagd
sh600704	中大股份	zdgf
sh600706	ST长信	stcx
sh600707	彩虹股份	chgf
sh600708	海博股份	hbgf
sh600710	常林股份	clgf
sh600711	雄震矿业	xbky
sh600712	南宁百货	nnbh
sh600713	南京医药	njyy
sh600714	ST金瑞	stjr
sh600715	ST松辽	stsl
sh600716	凤凰股份	fhgf
sh600717	天津港	tjg
sh600718	东软集团	drjt
sh600719	大连热电	dlrd
sh600720	祁连山	qls
sh600721	ST百花	stbh
sh600722	*ST金化	*stjh
sh600723	西单商场	xdsc
sh600724	宁波富达	nbfd
sh600725	云维股份	ywgf
sh600726	华电能源	hdny
sh600727	*ST鲁北	*stnb
sh600728	ST新太	stxt
sh600729	重庆百货	cqbh
sh600730	中国高科	zggk
sh600731	湖南海利	hnhl
sh600732	上海新梅	shxm
sh600733	S前锋	sqf
sh600734	实达集团	sdjt
sh600735	新华锦	xhj
sh600736	苏州高新	sjgx
sh600737	中粮屯河	zlth
sh600738	兰州民百	lzmb
sh600739	辽宁成大	lncd
sh600740	*ST山焦	*stsj
sh600741	华域汽车	hyqc
sh600742	一汽富维	yqfw
sh600743	华远地产	hydc
sh600744	华银电力	hydl
sh600745	中茵股份	zygf
sh600746	江苏索普	jssp
sh600747	大连控股	dlkg
sh600748	上实发展	ssfz
sh600749	西藏旅游	xzly
sh600750	江中药业	jzyy
sh600751	SST天海	sstth
sh600753	东方银星	dfyx
sh600754	锦江股份	jjgf
sh600755	厦门国贸	xmgm
sh600756	浪潮软件	lcrj
sh600757	*ST源发	*styf
sh600758	红阳能源	hyny
sh600759	正和股份	zhgf
sh600760	中航黑豹	zhhb
sh600761	安徽合力	ahhl
sh600763	通策医疗	tcyl
sh600764	中电广通	zdgt
sh600765	中航重机	zhzj
sh600766	园城股份	ycgf
sh600767	运盛实业	yssy
sh600768	宁波富邦	nbfb
sh600769	*ST祥龙	*stxl
sh600770	综艺股份	zygf
sh600771	ST东盛	stds
sh600773	西藏城投	xzct
sh600774	汉商集团	hsjt
sh600775	南京熊猫	njxm
sh600776	东方通信	dftx
sh600777	新潮实业	xcsy
sh600778	友好集团	yhjt
sh600779	水井坊	sjf
sh600780	通宝能源	btny
sh600781	上海辅仁	shfr
sh600782	新钢股份	xggf
sh600783	鲁信创投	nxct
sh600784	鲁银投资	nytz
sh600785	新华百货	xhbh
sh600787	中储股份	zcgf
sh600789	鲁抗医药	nkyy
sh600790	轻纺城	qfc
sh600791	京能置业	jnzy
sh600792	ST马龙	stml
sh600793	ST宜纸	styz
sh600794	保税科技	bskj
sh600795	国电电力	gddl
sh600796	钱江生化	qjsh
sh600797	浙大网新	zdwx
sh600798	宁波海运	nbhy
sh600800	ST磁卡	stck
sh600801	华新水泥	hxsn
sh600802	福建水泥	fjsn
sh600803	威远生化	wysh
sh600804	鹏博士	pbs
sh600805	悦达投资	rdtz
sh600806	昆明机床	kmjc
sh600807	天业股份	tygf
sh600808	马钢股份	mggf
sh600809	山西汾酒	xxfj
sh600810	神马股份	smgf
sh600811	东方集团	dfjt
sh600812	华北制药	hbzj
sh600814	杭州解百	hzjb
sh600815	厦工股份	sggf
sh600816	安信信托	axxt
sh600817	*ST宏盛	*sths
sh600818	中路股份	zlgf
sh600819	耀皮玻璃	ypbl
sh600820	隧道股份	sdgf
sh600821	津劝业	jqy
sh600822	上海物贸	shwm
sh600823	世茂股份	smgf
sh600824	益民集团	ymjt
sh600825	新华传媒	xhcm
sh600826	兰生股份	lsgf
sh600827	友谊股份	yygf
sh600828	成商集团	csjt
sh600829	三精制药	sjzy
sh600830	香溢融通	xyrt
sh600831	广电网络	gdwl
sh600832	东方明珠	dfmz
sh600833	第一医药	dyyy
sh600834	申通地铁	stdt
sh600835	上海机电	shjd
sh600836	界龙实业	jlsy
sh600837	海通证券	htzq
sh600838	上海九百	shjb
sh600839	四川长虹	scch
sh600840	新湖创业	xhcy
sh600841	上柴股份	scgf
sh600843	上工申贝	sgsb
sh600844	丹化科技	dhkj
sh600845	宝信软件	bxrj
sh600846	同济科技	tjkj
sh600847	ST渝万里	stywl
sh600848	自仪股份	zygf
sh600849	上药转换	syzh
sh600850	华东电脑	hddn
sh600851	海欣股份	hxgf
sh600853	龙建股份	ljgf
sh600854	ST春兰	stcl
sh600855	航天长峰	htcf
sh600856	长百集团	cbjt
sh600857	工大首创	gdsc
sh600858	银座股份	yzgf
sh600859	王府井	wfj
sh600860	*ST北人	*stbr
sh600861	北京城乡	bjcx
sh600862	南通科技	ntkj
sh600863	内蒙华电	nmhd
sh600864	哈投股份	htgf
sh600865	百大集团	bdjt
sh600866	星湖科技	xhkj
sh600867	通化东宝	thdb
sh600868	ST梅雁	stmy
sh600869	三普药业	spyy
sh600870	ST厦华	stxh
sh600871	S仪化	syh
sh600872	中炬高新	zjgx
sh600873	梅花集团	mhjt
sh600874	创业环保	cyhb
sh600875	东方电气	dfdq
sh600876	ST洛玻	stnb
sh600877	中国嘉陵	zgjn
sh600879	航天电子	htdz
sh600880	博瑞传播	brcb
sh600881	亚泰集团	ytjt
sh600882	大成股份	dcgf
sh600883	博闻科技	bwkj
sh600884	杉杉股份	ssgf
sh600885	*ST力阳	stly
sh600886	国投电力	gtdl
sh600887	伊利股份	ylgf
sh600888	新疆众和	xjzh
sh600889	南京化纤	njhq
sh600890	ST中房	stzf
sh600891	ST秋林	stql
sh600892	*ST宝诚	*stbc
sh600893	航空动力	hkdl
sh600894	广钢股份	gggf
sh600895	张江高科	zjgk
sh600896	中海海盛	zhhs
sh600897	厦门空港	xmkg
sh600898	*ST三联	*stsl
sh600900	长江电力	cjdl
sh600960	滨州活塞	bzhs
sh600961	株冶集团	zyjt
sh600962	国投中鲁	gtzl
sh600963	岳阳纸业	yyzy
sh600965	福成五丰	fcwf
sh600966	博汇纸业	bhzy
sh600967	北方创业	bfcy
sh600969	郴电国际	cdgj
sh600970	中材国际	zcgj
sh600971	恒源煤电	hymd
sh600973	宝胜股份	bsgf
sh600975	新五丰	xwf
sh600976	武汉健民	whjm
sh600978	宜华木业	yhmy
sh600979	广安爱众	gaaz
sh600980	北矿磁材	bkcc
sh600981	江苏开元	jsky
sh600982	宁波热电	nbrd
sh600983	合肥三洋	hfsy
sh600984	*ST建机	*stjj
sh600985	雷鸣科化	lmkh
sh600986	科达股份	kdgf
sh600987	航民股份	hmgf
sh600988	*ST宝龙	*stbl
sh600990	四创电子	scdz
sh600991	广汽长丰	gqcf
sh600992	贵绳股份	gsgf
sh600993	马应龙	myl
sh600995	文山电力	wsdl
sh600997	开滦股份	klgf
sh600998	九州通	jzt
sh600999	招商证券	zszq
sh601000	唐山港	tsg
sh601001	大同煤业	dtmy
sh601002	晋亿实业	jysy
sh601003	柳钢股份	lggf
sh601005	重庆钢铁	ccgt
sh601006	大秦铁路	dqtl
